email,label,local_entropy,domain_entropy,digit_ratio,special_chars,local_length,domain_length,is_trusted_domain,is_suspicious_tld,has_dot,has_underscore,shortest_part,longest_part
astrid.li@example.com,normal,2.9477,2.5216,0.0,0,9,7,1,0,1,0,2,6
nbcj2@yfc2ht.loan,spam,2.3219,2.585,0.2,0,5,6,0,1,0,0,5,5
emma.celik@example.pl,normal,2.9219,2.5216,0.0,0,10,7,1,0,1,0,4,5
mariana_bakker@test.com,normal,2.9502,1.5,0.0,0,14,4,1,0,0,1,14,14
rafael.kowalczyk1997@example.org,normal,3.7842,2.5216,0.2,0,20,7,1,0,1,0,6,13
2288d2ae0b333@h6nqqb9lz.online,spam,2.8151,2.9477,0.6923,0,13,9,0,1,0,0,13,13
jeannilsson@test.com,normal,2.8454,1.5,0.0,0,11,4,1,0,0,0,11,11
18gp51kfk7y6qxds@27zeo.info,spam,3.75,2.3219,0.375,0,16,5,0,1,0,0,16,16
hassan.richard@example.co.jp,normal,3.0391,2.5216,0.0,0,14,7,1,0,1,0,6,7
79573a5c4@u9y3z.top,spam,2.7255,2.3219,0.7778,0,9,5,0,1,0,0,9,9
elena.davis1991@example.pl,normal,3.3736,2.5216,0.2667,0,15,7,1,0,1,0,5,9
valentina.schneider@example.co.uk,normal,3.5369,2.5216,0.0,0,19,7,1,0,1,0,9,9
hiroshi_rossi@example.de,normal,2.5074,2.5216,0.0,0,13,7,1,0,0,1,13,13
borispopov@example.com.br,normal,2.6464,2.5216,0.0,0,10,7,1,0,0,0,10,10
emekavisser@example.ru,normal,2.8454,2.5216,0.0,0,11,7,1,0,0,0,11,11
valentina.mensah@example.co.za,normal,3.2806,2.5216,0.0,0,16,7,1,0,1,0,6,9
maryamyildiz@example.es,normal,2.9183,2.5216,0.0,0,12,7,1,0,0,0,12,12
pietertran@example.net,normal,2.7219,2.5216,0.0,0,10,7,1,0,0,0,10,10
Wrdy9qY@pr7vg.info,spam,2.8074,2.3219,0.1429,0,7,5,0,1,0,0,7,7
carlos.mansour@example.com,normal,3.2359,2.5216,0.0,0,14,7,1,0,1,0,6,7
luca.omar@example.net,normal,2.9477,2.5216,0.0,0,9,7,1,0,1,0,4,4
katharina_smirnov@example.es,normal,3.4548,2.5216,0.0,0,17,7,1,0,0,1,17,17
michael.diaz@example.com,normal,3.2516,2.5216,0.0,0,12,7,1,0,1,0,4,7
floorcoulibaly1993@example.co.za,normal,3.5305,2.5216,0.2222,0,18,7,1,0,0,0,18,18
julia_demir@example.co.jp,normal,3.2776,2.5216,0.0,0,11,7,1,0,0,1,11,11
ahmad.nasser@example.co.za,normal,3.0221,2.5216,0.0,0,12,7,1,0,1,0,5,6
patriciadiallo@example.ru,normal,2.9852,2.5216,0.0,0,14,7,1,0,0,0,14,14
wei.obi@example.co.jp,normal,2.5216,2.5216,0.0,0,7,7,1,0,1,0,3,3
pooja.kamau@example.co.jp,normal,2.8454,2.5216,0.0,0,11,7,1,0,1,0,5,5
willemolsen1995@example.co.za,normal,3.3232,2.5216,0.2667,0,15,7,1,0,0,0,15,15
zggm0j36tcfkjnaw@05wnwlc.online,spam,3.75,2.5216,0.1875,0,16,7,0,1,0,0,16,16
jennifer.greco@example.es,normal,3.182,2.5216,0.0,0,14,7,1,0,1,0,5,8
budi_santos@example.co.jp,normal,3.2776,2.5216,0.0,0,11,7,1,0,0,1,11,11
david_schulz@example.co.jp,normal,3.4183,2.5216,0.0,0,12,7,1,0,0,1,12,12
jessicaali1977@example.de,normal,3.2359,2.5216,0.2857,0,14,7,1,0,0,0,14,14
isabel_vargas@example.co.jp,normal,3.1808,2.5216,0.0,0,13,7,1,0,0,1,13,13
kenjiszymanski@test.com,normal,3.2359,1.5,0.0,0,14,4,1,0,0,0,14,14
luis_ivanov@test.com,normal,3.0958,1.5,0.0,0,11,4,1,0,0,1,11,11
mehmetsmit@example.com,normal,2.4464,2.5216,0.0,0,10,7,1,0,0,0,10,10
wati_nwosu@example.com.au,normal,3.1219,2.5216,0.0,0,10,7,1,0,0,1,10,10
baptiste.szymanski@example.it,normal,3.5724,2.5216,0.0,0,18,7,1,0,1,0,8,9
emix7ib5n2ej@k63n2qb6g.online,spam,3.2516,2.9477,0.25,0,12,9,0,1,0,0,12,12
uxg2myr06nkwfg3m@wo6cmlxzv.work,spam,3.75,3.1699,0.25,0,16,9,0,1,0,0,16,16
natashanjeru@example.fr,normal,3.0221,2.5216,0.0,0,12,7,1,0,0,0,12,12
thanh_wojcik@example.de,normal,3.4183,2.5216,0.0,0,12,7,1,0,0,1,12,12
q95g3v23@wsgy7.site,spam,2.75,2.3219,0.625,0,8,5,0,1,0,0,8,8
yuki_silva@example.co.za,normal,3.1219,2.5216,0.0,0,10,7,1,0,0,1,10,10
fatmaputri@example.es,normal,2.9219,2.5216,0.0,0,10,7,1,0,0,0,10,10
aliarslan@example.com.au,normal,2.4194,2.5216,0.0,0,9,7,1,0,0,0,9,9
ricardo_schulz@example.co.uk,normal,3.5216,2.5216,0.0,0,14,7,1,0,0,1,14,14
isabelletaylor@example.pl,normal,3.182,2.5216,0.0,0,14,7,1,0,0,0,14,14
wojciechkumar1998@example.pl,normal,3.8522,2.5216,0.2353,0,17,7,1,0,0,0,17,17
javier_greco@example.de,normal,3.2516,2.5216,0.0,0,12,7,1,0,0,1,12,12
emeka_asante@example.com,normal,2.7925,2.5216,0.0,0,12,7,1,0,0,1,12,12
bas.otieno1991@example.pl,normal,3.3788,2.5216,0.2857,0,14,7,1,0,1,0,3,10
williamoliveira@example.com.br,normal,2.9232,2.5216,0.0,0,15,7,1,0,0,0,15,15
zeynep.weber@example.org,normal,2.9183,2.5216,0.0,0,12,7,1,0,1,0,5,6
camille_diaz@example.it,normal,3.085,2.5216,0.0,0,12,7,1,0,0,1,12,12
wanjiru.garcia@example.co.za,normal,3.182,2.5216,0.0,0,14,7,1,0,1,0,6,7
rizki_flores@example.co.jp,normal,3.2516,2.5216,0.0,0,12,7,1,0,0,1,12,12
ahmadjesus@example.ru,normal,2.9219,2.5216,0.0,0,10,7,1,0,0,0,10,10
mohammed.waweru@example.es,normal,3.1899,2.5216,0.0,0,15,7,1,0,1,0,6,8
ivan.rodriguez@example.es,normal,3.5216,2.5216,0.0,0,14,7,1,0,1,0,4,9
anitawagner@example.com.br,normal,2.8454,2.5216,0.0,0,11,7,1,0,0,0,11,11
hatice_kuznetsov@example.es,normal,3.75,2.5216,0.0,0,16,7,1,0,0,1,16,16
olga_santos1972@example.de,normal,3.5069,2.5216,0.2667,0,15,7,1,0,0,1,15,15
yuki_ibrahim@example.co.jp,normal,3.1887,2.5216,0.0,0,12,7,1,0,0,1,12,12
john_kowalczyk@example.net,normal,3.5216,2.5216,0.0,0,14,7,1,0,0,1,14,14
arjunricci@example.de,normal,2.7219,2.5216,0.0,0,10,7,1,0,0,0,10,10
fatima.rossi@example.pl,normal,3.085,2.5216,0.0,0,12,7,1,0,1,0,5,6
bjornoliveira@example.net,normal,3.2389,2.5216,0.0,0,13,7,1,0,0,0,13,13
pierre.bernard1991@example.com.au,normal,3.2391,2.5216,0.2222,0,18,7,1,0,1,0,6,11
bas.mwangi@example.co.jp,normal,3.1219,2.5216,0.0,0,10,7,1,0,1,0,3,6
melissanwosu@example.co.jp,normal,3.1887,2.5216,0.0,0,12,7,1,0,0,0,12,12
alejandra.johnson@example.de,normal,3.2928,2.5216,0.0,0,17,7,1,0,1,0,7,9
eko.arslan@example.net,normal,3.1219,2.5216,0.0,0,10,7,1,0,1,0,3,6
mustafajones@example.com,normal,3.2516,2.5216,0.0,0,12,7,1,0,0,0,12,12
priyamutua1992@example.com,normal,3.3788,2.5216,0.2857,0,14,7,1,0,0,0,14,14
pieter.omar@example.pl,normal,3.0958,2.5216,0.0,0,11,7,1,0,1,0,4,6
ayse.mwangi1991@test.com,normal,3.5069,1.5,0.2667,0,15,4,1,0,1,0,4,10
beatrizmoreau1985@example.it,normal,3.7345,2.5216,0.2353,0,17,7,1,0,0,0,17,17
eko_romero@example.co.za,normal,2.4464,2.5216,0.0,0,10,7,1,0,0,1,10,10
arjunsantos@example.de,normal,2.914,2.5216,0.0,0,11,7,1,0,0,0,11,11
ahmad.brown@example.com.br,normal,3.2776,2.5216,0.0,0,11,7,1,0,1,0,5,5
jessica.hernandez@example.de,normal,3.4548,2.5216,0.0,0,17,7,1,0,1,0,7,9
eko_nowak@example.de,normal,2.7255,2.5216,0.0,0,9,7,1,0,0,1,9,9
jorge.davis@example.pl,normal,3.4594,2.5216,0.0,0,11,7,1,0,1,0,5,5
amit_celik1984@example.co.jp,normal,3.6645,2.5216,0.2857,0,14,7,1,0,0,1,14,14
chiara_pham@test.com,normal,2.8454,1.5,0.0,0,11,4,1,0,0,1,11,11
hatice.torres1977@example.com.br,normal,3.6169,2.5216,0.2353,0,17,7,1,0,1,0,6,10
kenji.odhiambo@example.de,normal,3.5216,2.5216,0.0,0,14,7,1,0,1,0,5,8
aisha_njeru@example.co.uk,normal,3.2776,2.5216,0.0,0,11,7,1,0,0,1,11,11
pedrowilson@example.ru,normal,3.2776,2.5216,0.0,0,11,7,1,0,0,0,11,11
iifrch@v2p2tixc7.site,spam,2.2516,2.9477,0.0,0,6,9,0,1,0,0,6,6
ximyn4u9bxf445c@llkstn3.xyz,spam,3.4566,2.5216,0.3333,0,15,7,0,1,0,0,15,15
francescanguyen@example.it,normal,3.1899,2.5216,0.0,0,15,7,1,0,0,0,15,15
andrea_reyes@example.net,normal,2.8554,2.5216,0.0,0,12,7,1,0,0,1,12,12
5JccDwJ7eTG@92qc6dr08c.online,spam,3.0958,3.1219,0.1818,0,11,10,0,1,0,0,11,11
tpwdpjb@ujq6.click,spam,2.5216,2.0,0.0,0,7,4,0,1,0,0,7,7
mikhail_wisniewski@example.com.au,normal,3.1916,2.5216,0.0,0,18,7,1,0,0,1,18,18
mwangi.de_vries@example.com.au,normal,3.6402,2.5216,0.0,0,15,7,1,0,1,1,6,8
g8tacy@hy4h350p3c.click,spam,2.585,2.9219,0.1667,0,6,10,0,1,0,0,6,6
ngozi_rossi@example.pl,normal,2.914,2.5216,0.0,0,11,7,1,0,0,1,11,11
james.simon@example.com,normal,3.0958,2.5216,0.0,0,11,7,1,0,1,0,5,5
thomas.costa@example.it,normal,2.9183,2.5216,0.0,0,12,7,1,0,1,0,5,6
iris_obi@example.es,normal,2.4056,2.5216,0.0,0,8,7,1,0,0,1,8,8
mariewang1978@test.com,normal,3.5466,1.5,0.3077,0,13,4,1,0,0,0,13,13
kofi_mendoza@example.com.au,normal,3.4183,2.5216,0.0,0,12,7,1,0,0,1,12,12
mikhailcastillo@example.co.za,normal,3.1396,2.5216,0.0,0,15,7,1,0,0,0,15,15
brunogonzalez@example.net,normal,3.2389,2.5216,0.0,0,13,7,1,0,0,0,13,13
elenaramirez@example.org,normal,2.8554,2.5216,0.0,0,12,7,1,0,0,0,12,12
freya_castillo@test.com,normal,3.5216,1.5,0.0,0,14,4,1,0,0,1,14,14
kenji_oliveira@example.com.au,normal,3.3249,2.5216,0.0,0,14,7,1,0,0,1,14,14
javier.hussein@example.co.uk,normal,3.3788,2.5216,0.0,0,14,7,1,0,1,0,6,7
monika.colombo@test.com,normal,3.0931,1.5,0.0,0,14,4,1,0,1,0,6,7
nour.wozniak1985@example.de,normal,3.75,2.5216,0.25,0,16,7,1,0,1,0,4,11
watihernandez@example.com.br,normal,3.2389,2.5216,0.0,0,13,7,1,0,0,0,13,13
javier.eriksson@example.com,normal,3.3736,2.5216,0.0,0,15,7,1,0,1,0,6,8
abena.omar1979@example.co.uk,normal,3.3249,2.5216,0.2857,0,14,7,1,0,1,0,5,8
borislindqvist@example.fr,normal,3.3249,2.5216,0.0,0,14,7,1,0,0,0,14,14
irina_coulibaly@example.com,normal,3.3232,2.5216,0.0,0,15,7,1,0,0,1,15,15
lucia.gitau@example.it,normal,2.914,2.5216,0.0,0,11,7,1,0,1,0,5,5
james.de_boer@example.es,normal,3.3347,2.5216,0.0,0,13,7,1,0,1,1,5,7
amina_chopra@example.pl,normal,3.1887,2.5216,0.0,0,12,7,1,0,0,1,12,12
katharina_lewandowski1984@example.co.uk,normal,4.0039,2.5216,0.16,0,25,7,1,0,0,1,25,25
hmlfzkicwmpe@6bndoz6.info,spam,3.4183,2.5216,0.0,0,12,7,0,1,0,0,12,12
beatriz_santoso@example.org,normal,3.3736,2.5216,0.0,0,15,7,1,0,0,1,15,15
michael.colombo@example.es,normal,3.1899,2.5216,0.0,0,15,7,1,0,1,0,7,7
aishagonzalez@example.fr,normal,3.1808,2.5216,0.0,0,13,7,1,0,0,0,13,13
fatima.demir@example.net,normal,3.085,2.5216,0.0,0,12,7,1,0,1,0,5,6
dirk.perez@example.com,normal,2.9219,2.5216,0.0,0,10,7,1,0,1,0,4,5
alijohnson@example.com,normal,2.9219,2.5216,0.0,0,10,7,1,0,0,0,10,10
siti.hassan@example.co.uk,normal,2.6635,2.5216,0.0,0,11,7,1,0,1,0,4,6
37suudqfj6ijkuuh@02g3.site,spam,3.375,2.0,0.1875,0,16,4,0,1,0,0,16,16
ali.jimenez@example.de,normal,3.0958,2.5216,0.0,0,11,7,1,0,1,0,3,7
marcoolsen@example.org,normal,3.1219,2.5216,0.0,0,10,7,1,0,0,0,10,10
aurelie.liu@example.fr,normal,2.7322,2.5216,0.0,0,11,7,1,0,1,0,3,7
aishawozniak@example.pl,normal,3.0221,2.5216,0.0,0,12,7,1,0,0,0,12,12
ashley_perez@test.com,normal,3.1887,1.5,0.0,0,12,4,1,0,0,1,12,12
valentina.khalil@example.pl,normal,3.1556,2.5216,0.0,0,16,7,1,0,1,0,6,9
ibrahim_yildiz@example.co.za,normal,3.2359,2.5216,0.0,0,14,7,1,0,0,1,14,14
k0lthy25m8kb9@tfvge2l4z.win,spam,3.5466,3.1699,0.3846,0,13,9,0,1,0,0,13,13
